2001-09	0	0	0	0
2001-11	0	0	0	0
2001-12	0	0	0	0
2002-02	0	0	0	0
2002-03	0	0	0	0
2002-04	0	0	0	0
2002-05	0	0	0	0
2002-06	0	0	0	0
2002-07	0	0	0	0
2002-08	0	0	0	0
2002-09	0	0	0	0
2002-10	0	0	0	0
2002-11	0	0	0	0
2002-12	0	0	0	0
2003-01	0	0	0	0
2003-02	0	0	0	0
2003-03	0	0	0	0
2003-04	0	0	0	0
2003-05	0	0	0	0
2003-06	0	0	0	0
2003-07	0	0	0	0
2003-08	0	0	0	0
2003-09	0	0	0	0
2003-10	0	0	0	0
2003-11	0	0	0	0
2003-12	0	0	0	0
2004-01	0	0	0	0
2004-02	0	0	0	0
2004-03	0	0	0	0
2004-04	0	0	0	0
2004-05	0	0	0	0
2004-06	0	0	0	0
2004-07	0	0	0	0
2004-08	0	0	0	0
2004-09	0	0	0	0
2004-10	0	0	0	0
2004-11	0	0	0	0
2004-12	0	0	0	0
2005-01	0	0	0	0
2005-02	0	0	0	0
2005-03	0	0	0	0
2005-04	0	0	0	0
2005-05	0	0	0	0
2005-06	0	0	0	0
2005-07	0	0	0	0
2005-08	0	0	0	0
2005-09	0	0	0	0
2005-10	0	0	0	0
2005-11	0	0	0	0
2005-12	0	0	0	0
2006-01	0	0	0	0
2006-02	0	0	0	0
2006-03	0	0	0	0
2006-04	0	0	0	0
2006-05	0	0	0	0
2006-06	0	0	0	0
2006-07	0	0	0	0
2006-08	0	0	0	0
2006-09	0	0	0	0
2006-10	0	0	0	0
2006-11	0	0	0	0
2006-12	0	0	0	0
2007-01	0	0	0	0
2007-02	0	0	0	0
2007-03	0	0	0	0
2007-04	0	0	0	0
2007-05	0	0	0	0
2007-06	0	0	0	0
2007-07	0	0	0	0
2007-08	0	0	0	0
2007-09	0	0	0	0
2007-10	0	0	0	0
2007-11	0	0	0	0
2007-12	0	0	0	0
2008-01	0	0	0	0
2008-02	0	0	0	0
2008-03	0	0	0	0
2008-04	0	0	0	0
2008-05	0	0	0	0
2008-06	0	0	0	0
2008-07	0	0	0	0
2008-08	0	0	0	0
2008-09	0	0	0	0
2008-10	0	0	0	0
2008-11	0	0	0	0
2008-12	0	0	0	0
2009-01	0	0	0	0
2009-02	0	0	0	0
2009-03	0	0	0	0
2009-04	0	0	0	0
2009-05	0	0	0	0
2009-06	0	0	0	0
2009-07	0	0	0	0
2009-08	0	0	0	0
2009-09	0	0	0	0
2009-10	0	0	0	0
2009-11	0	0	0	0
2009-12	0	0	0	0
2010-01	0	0	0	0
2010-02	0	0	0	0
2010-03	0	0	0	0
2010-04	0	0	0	0
2010-05	0	0	0	0
2010-06	0	0	0	0
2010-07	0	0	0	0
2010-08	0	0	0	0
2010-09	0	0	0	0
2010-10	0	0	0	0
2010-11	0	0	0	0
2010-12	0	0	0	0
2011-01	0	0	0	0
2011-02	0	0	0	0
2011-03	0	0	0	0
2011-04	0	0	0	0
2011-05	0	0	0	0
2011-06	0	0	0	0
2011-07	0	0	0	0
2011-08	0	0	0	0
2011-09	0	0	0	0
2011-10	0	0	0	0
2011-11	0	0	0	0
2011-12	0	0	0	0
2012-01	0	0	0	0
2012-02	0	0	0	0
2012-03	0	0	0	0
2012-04	0	0	0	0
2012-05	0	0	0	0
2012-06	0	0	0	0
2012-07	0	0	0	0
2012-08	0	0	0	0
2012-09	0	0	0	0
2012-10	0	0	0	0
2012-11	0	0	0	0
2012-12	0	0	0	0
2013-01	0	0	0	0
2013-02	0	0	0	0
2013-03	0	0	0	0
2013-04	0	0	0	0
2013-05	0	0	0	0
2013-06	0	0	0	0
2013-07	0	0	0	0
2013-08	0	0	0	0
2013-09	0	0	0	0
2013-10	0	0	0	0
2013-11	0	0	0	0
2013-12	0	0	0	0
2014-01	0	0	0	0
2014-02	0	0	0	0
2014-03	0	0	0	0
2014-04	1	0	0	0
2014-05	1	0	0	0
2014-06	1	0	0	0
2014-07	1	0	0	0
2014-08	1	0	0	0
2014-09	1	0	0	0
2014-10	1	0	0	0
2014-11	1	0	0	0
2014-12	1	0	0	0
2015-01	1	0	0	0
2015-02	1	0	0	0
2015-03	1	0	0	0
2015-04	1	0	0	0
2015-05	1	0	0	0
2015-06	1	0	0	0
2015-07	1	0	0	0
2015-08	1	0	0	0
2015-09	1	0	0	0
2015-10	1	0	0	0
2015-11	1	0	0	0
2015-12	1	0	0	0
2016-01	1	0	0	0
2016-02	1	0	0	0
2016-03	1	0	0	0
2016-04	1	0	0	0
2016-05	1	0	0	0
2016-06	1	1	0	1
2016-07	5	1	1	1
2016-08	8	1	2	1
2016-09	27	1	2	1
2016-10	31	1	3	2
2016-11	36	1	4	2
2016-12	41	1	4	2
2017-01	49	1	4	2
2017-02	55	2	4	2
2017-03	61	2	4	2
2017-04	69	2	4	2
2017-05	77	4	5	2
2017-06	173	4	6	2
2017-07	485	9	7	2
2017-08	561	11	7	3
2017-09	587	12	7	3
2017-10	613	14	7	3
2017-11	631	18	7	3
2017-12	663	19	8	3
2018-01	709	19	8	3
2018-02	757	22	8	3
2018-03	785	23	8	3
2018-04	816	24	8	3
2018-05	847	24	8	3
2018-06	906	29	12	3
2018-07	948	29	13	4
2018-08	986	29	15	4
